customer_id,product_id,order_id,order_date,sales,quantity,discount,profit,row_id
TD-20995,OFF-LA-10001045,CA-2017-150959,2017-11-11,10.44,5,0.200,3.39,873
RD-19585,OFF-ST-10004258,CA-2015-162537,2015-10-28,36.63,3,0.000,9.89,874
TD-20995,OFF-BI-10001510,CA-2017-150959,2017-11-11,18.34,4,0.800,-32.09,875
RD-19585,FUR-FU-10002885,CA-2015-162537,2015-10-28,24.10,5,0.000,9.16,876
DB-13060,TEC-PH-10004536,CA-2017-132353,2017-09-15,323.98,3,0.200,20.25,877
RD-19585,FUR-FU-10001918,CA-2015-162537,2015-10-28,33.11,7,0.000,12.91,878
FM-14290,OFF-AR-10002956,CA-2016-155488,2016-11-13,44.02,2,0.000,11.45,879
LC-17140,OFF-PA-10002947,CA-2016-130477,2016-04-08,20.04,3,0.000,9.62,880
RH-19495,TEC-AC-10003033,CA-2015-124891,2015-07-31,2309.65,7,0.000,762.18,881
LC-17140,OFF-ST-10002583,CA-2016-130477,2016-04-08,64.96,2,0.000,2.60,882
RH-19495,FUR-TA-10002903,CA-2015-124891,2015-07-31,1090.78,7,0.400,-290.88,883
LC-17140,OFF-PA-10000019,CA-2016-130477,2016-04-08,12.96,2,0.000,6.22,884
RH-19495,OFF-PA-10004621,CA-2015-124891,2015-07-31,19.44,3,0.000,9.33,885
PO-18865,FUR-BO-10003441,CA-2017-143259,2017-12-30,323.14,4,0.200,12.12,886
RA-19945,OFF-ST-10000046,CA-2015-126445,2015-08-27,484.65,3,0.000,92.08,887
PO-18865,TEC-PH-10004774,CA-2017-143259,2017-12-30,90.93,7,0.000,2.73,888
PO-18865,OFF-BI-10003684,CA-2017-143259,2017-12-30,52.78,3,0.200,19.79,889
BE-11335,TEC-PH-10001494,CA-2017-137596,2017-09-02,1199.80,4,0.000,323.95,890
BE-11335,TEC-AC-10004666,CA-2017-137596,2017-09-02,1928.78,7,0.000,829.38,891
AP-10915,OFF-ST-10004340,CA-2014-146969,2014-09-29,62.18,1,0.000,16.79,892
BE-11335,OFF-ST-10003816,CA-2017-137596,2017-09-02,352.38,2,0.000,81.05,893
JK-15730,OFF-PA-10001790,CA-2015-111199,2015-11-13,115.30,3,0.200,40.35,894
NC-18340,OFF-AP-10003849,CA-2015-112452,2015-04-04,644.08,2,0.100,107.35,895
SC-20050,FUR-FU-10001935,CA-2015-133627,2015-05-31,22.20,6,0.000,9.10,896
MT-17815,OFF-EN-10002600,CA-2015-105312,2015-11-06,7.08,3,0.200,2.48,897
BM-11650,FUR-FU-10004091,CA-2017-102519,2017-11-27,46.94,1,0.000,19.25,898
NC-18340,OFF-FA-10000735,CA-2015-112452,2015-04-04,5.84,2,0.000,2.63,899
MT-17815,OFF-BI-10002049,CA-2015-105312,2015-11-06,4.40,3,0.700,-3.52,900
BM-11650,TEC-AC-10001772,CA-2017-102519,2017-11-27,143.73,9,0.000,56.05,901
NC-18340,OFF-BI-10003350,CA-2015-112452,2015-04-04,12.76,2,0.000,5.87,902
KL-16555,FUR-TA-10001520,US-2014-141215,2014-06-15,99.92,2,0.300,-18.56,903
PO-18850,OFF-PA-10001509,US-2017-106705,2017-12-26,NULL,NULL,NULL,0.00,904
KL-16555,FUR-CH-10003379,US-2014-141215,2014-06-15,797.94,4,0.300,-57.00,905
AT-10735,TEC-PH-10003931,CA-2017-135034,2017-08-01,95.98,2,0.200,6.00,906
VG-21790,FUR-FU-10001602,CA-2014-158540,2014-11-24,NULL,NULL,NULL,0.00,907
PF-19165,FUR-FU-10004848,CA-2017-118437,2017-06-17,155.25,3,0.000,46.58,908
PF-19165,OFF-ST-10003722,CA-2017-118437,2017-06-17,14.03,1,0.000,4.07,909
JS-15880,FUR-TA-10003748,US-2015-126214,2015-12-21,1618.37,13,0.000,356.04,910
JS-15880,TEC-AC-10003198,US-2015-126214,2015-12-21,99.60,1,0.000,36.85,911
MO-17800,OFF-PA-10004100,CA-2015-133025,2015-09-17,32.40,5,0.000,15.55,912
KM-16225,FUR-FU-10002191,CA-2015-108665,2015-07-06,13.96,2,0.000,6.70,913
KM-16225,FUR-FU-10000965,CA-2015-108665,2015-07-06,155.82,3,0.000,63.89,914
KM-16225,TEC-PH-10004188,CA-2015-108665,2015-07-06,124.95,5,0.000,2.50,915
KM-16225,OFF-ST-10001526,CA-2015-108665,2015-07-06,601.65,5,0.000,156.43,916
NC-18340,TEC-PH-10000307,CA-2015-112452,2015-04-04,10.95,1,0.000,0.44,917
GT-14710,OFF-AR-10001166,CA-2015-124450,2015-04-27,22.74,3,0.000,8.87,918
NC-18340,TEC-CO-10004202,CA-2015-112452,2015-04-04,599.98,2,0.000,209.99,919
GT-14710,FUR-CH-10000309,CA-2015-124450,2015-04-27,1267.53,3,0.000,316.88,920
CB-12535,FUR-FU-10001852,CA-2015-113971,2015-05-08,8.35,6,0.200,1.25,921
GT-14710,TEC-MA-10004212,CA-2015-124450,2015-04-27,1379.92,8,0.000,648.56,922
KL-16555,OFF-AR-10003759,CA-2017-160395,2016-12-31,3.64,2,0.000,1.64,923
PB-19150,OFF-EN-10003072,CA-2015-167269,2015-06-16,6.21,2,0.200,2.17,924
KL-16555,OFF-BI-10003984,CA-2017-160395,2016-12-31,159.77,7,0.200,53.92,925
HR-14770,OFF-BI-10000320,CA-2017-106964,2017-12-17,11.81,2,0.200,4.28,926
PS-19045,OFF-ST-10004337,CA-2014-136567,2014-12-20,122.48,2,0.000,0.00,927
PS-19045,FUR-TA-10001932,CA-2014-136567,2014-12-20,2244.48,7,0.000,493.79,928
DE-13255,OFF-PA-10001166,CA-2016-126529,2016-01-11,15.55,3,0.200,5.44,929
PS-19045,OFF-BI-10003982,CA-2014-136567,2014-12-20,62.31,3,0.000,29.29,930
DE-13255,OFF-PA-10003656,CA-2016-126529,2016-01-11,63.31,3,0.200,20.58,931
PS-19045,FUR-TA-10000617,CA-2014-136567,2014-12-20,455.10,2,0.000,100.12,932
DE-13255,TEC-PH-10000148,CA-2016-126529,2016-01-11,15.59,2,0.400,-9.87,933
GB-14530,FUR-CH-10002126,CA-2016-149314,2016-07-02,195.18,1,0.200,19.52,934
LA-16780,OFF-PA-10000474,CA-2014-163552,2014-07-11,177.20,5,0.000,83.28,935
AA-10315,OFF-AP-10000576,CA-2017-147039,2017-06-29,362.94,3,0.000,90.74,936
LA-16780,TEC-PH-10003885,CA-2014-163552,2014-07-11,197.97,3,0.000,57.41,937
KL-16555,OFF-BI-10002706,US-2014-141215,2014-06-15,8.57,3,0.800,-14.57,938
RW-19630,OFF-EN-10000056,CA-2016-165218,2016-03-05,149.35,3,0.200,50.41,939
RW-19630,OFF-ST-10001558,CA-2016-165218,2016-03-05,12.99,1,0.200,-0.81,940
RC-19825,OFF-ST-10002444,CA-2014-138296,2014-12-05,24.56,2,0.000,6.88,941
AA-10315,OFF-BI-10004654,CA-2017-147039,2017-06-29,11.54,2,0.000,5.77,942
SE-20110,TEC-AC-10002473,CA-2015-111164,2015-04-11,85.14,3,0.000,34.91,943
SE-20110,TEC-PH-10004531,CA-2015-111164,2015-04-11,21.99,1,0.000,10.56,944
LT-16765,OFF-AR-10004042,CA-2014-126522,2014-09-01,53.94,3,0.000,15.64,945
AP-10720,TEC-PH-10004700,CA-2014-127964,2014-03-03,9.99,1,0.000,4.60,946
SE-20110,OFF-AP-10004487,CA-2015-111164,2015-04-11,406.60,5,0.000,113.85,947
AP-10720,OFF-BI-10004593,CA-2014-127964,2014-03-03,125.76,3,0.200,40.87,948
AP-10720,OFF-BI-10003429,CA-2014-127964,2014-03-03,25.32,5,0.200,9.18,949
PM-18940,OFF-BI-10001294,CA-2014-117709,2014-05-04,46.80,4,0.000,21.06,950
AH-10075,OFF-BI-10003650,CA-2016-149797,2016-09-15,841.57,2,0.200,294.55,951
KC-16540,TEC-AC-10001552,CA-2015-125416,2015-11-02,447.93,9,0.000,49.27,952
JM-15535,OFF-PA-10003543,CA-2014-132962,2014-09-13,15.55,3,0.200,5.44,953
DL-13315,FUR-FU-10004952,CA-2017-145226,2017-12-08,109.48,2,0.000,33.94,954
DL-13315,OFF-ST-10004123,CA-2017-145226,2017-12-08,272.94,3,0.000,0.00,955
JM-15535,TEC-AC-10004353,CA-2014-132962,2014-09-13,252.00,5,0.200,53.55,956
DL-13315,OFF-PA-10003172,CA-2017-145226,2017-12-08,19.44,3,0.000,9.33,957
JJ-15760,OFF-AR-10000658,CA-2015-115091,2015-10-05,46.20,4,0.000,12.94,958
DL-13315,OFF-ST-10002352,CA-2017-145226,2017-12-08,31.92,4,0.000,8.30,959
JJ-15760,OFF-AP-10000696,CA-2015-115091,2015-10-05,28.84,2,0.000,9.52,960
SW-20275,OFF-PA-10002259,US-2014-100279,2014-03-10,22.38,2,0.000,10.74,961
AA-10375,OFF-BI-10002976,CA-2014-158064,2014-04-21,16.52,5,0.200,5.58,962
AB-10165,OFF-AR-10003560,CA-2017-144932,2017-04-14,14.59,3,0.200,2.55,963
LT-17110,OFF-BI-10000301,US-2015-104430,2015-10-22,5.18,4,0.800,-7.76,964
AB-10165,OFF-AR-10001468,CA-2017-144932,2017-04-14,89.86,3,0.200,21.34,965
DP-13105,OFF-BI-10003694,CA-2015-132080,2015-08-22,NULL,NULL,NULL,0.20,966
AB-10060,OFF-SU-10000381,CA-2016-161207,2016-08-29,27.93,3,0.000,8.10,967
AT-10435,OFF-LA-10004425,CA-2014-120243,2014-12-27,11.56,4,0.000,5.43,968
AB-10165,OFF-PA-10004971,CA-2017-144932,2017-04-14,13.87,3,0.200,5.03,969
JE-15745,FUR-CH-10001270,CA-2016-113621,2016-12-01,172.50,2,0.000,51.75,970
RK-19300,OFF-PA-10002195,CA-2017-114216,2017-09-02,NULL,NULL,NULL,0.20,971
JE-15745,TEC-PH-10003931,CA-2016-113621,2016-12-01,179.97,3,0.000,44.99,972
CA-12055,TEC-AC-10003174,CA-2016-168081,2016-04-24,258.70,3,0.200,64.67,973
DB-13060,TEC-PH-10004539,CA-2014-128146,2014-06-21,1322.93,7,0.000,357.19,974
DB-13060,OFF-AR-10001919,CA-2014-128146,2014-06-21,3.76,2,0.000,1.09,975
RB-19570,OFF-EN-10002504,CA-2017-138779,2017-01-14,21.74,1,0.200,7.34,976
RB-19570,TEC-PH-10003655,CA-2017-138779,2017-01-14,7.92,5,0.200,0.69,977
HR-14830,OFF-BI-10004656,CA-2014-127131,2014-11-24,12.10,7,0.200,4.23,978
CG-12040,OFF-PA-10001745,CA-2016-140081,2016-06-20,NULL,NULL,NULL,0.20,979
CG-12040,OFF-BI-10004826,CA-2016-140081,2016-06-20,29.72,6,0.700,-21.79,980
CG-12040,OFF-PA-10001870,CA-2016-140081,2016-06-20,15.55,3,0.200,5.44,981
CG-12040,OFF-AP-10001058,CA-2016-140081,2016-06-20,447.70,2,0.200,33.58,982
RA-19885,TEC-AC-10003911,US-2017-111745,2017-11-05,159.99,1,0.000,54.40,983
RP-19270,OFF-PA-10000289,CA-2015-148250,2015-12-13,12.96,2,0.000,6.22,984
RP-19270,OFF-AP-10003040,CA-2015-148250,2015-12-13,134.48,4,0.000,34.96,985
KC-16255,OFF-PA-10000350,CA-2016-105760,2016-06-19,NULL,NULL,NULL,2.00,986
RW-19630,OFF-BI-10001759,CA-2016-142958,2016-12-13,NULL,NULL,NULL,0.20,987
RW-19630,FUR-TA-10000577,CA-2016-142958,2016-12-13,1114.27,4,0.200,41.79,988
JL-15850,OFF-PA-10004101,CA-2015-120880,2015-05-29,32.40,5,0.000,15.55,989
JL-15850,OFF-ST-10001496,CA-2015-120880,2015-05-29,540.57,3,0.000,140.55,990
LA-16780,FUR-CH-10003379,CA-2014-163552,2014-07-11,854.94,3,0.000,213.74,991
LA-16780,FUR-FU-10000629,CA-2014-163552,2014-07-11,124.11,9,0.000,52.13,992
JL-15850,OFF-BI-10002931,CA-2015-120880,2015-05-29,167.76,5,0.200,62.91,993
LA-16780,OFF-LA-10001175,CA-2014-163552,2014-07-11,14.40,5,0.000,7.06,994
AG-10390,OFF-PA-10000955,CA-2016-109820,2016-11-20,15.70,3,0.200,5.10,995
AG-10390,OFF-BI-10003460,CA-2016-109820,2016-11-20,2.63,2,0.700,-1.93,996
CA-12775,FUR-TA-10002356,US-2015-140200,2015-07-26,393.16,3,0.500,-204.45,997
AG-10390,OFF-BI-10000474,CA-2016-109820,2016-11-20,14.43,3,0.700,-10.58,998
RB-19795,FUR-FU-10003601,US-2017-110576,2017-11-28,516.49,7,0.200,-12.91,999
RB-19795,FUR-FU-10000576,US-2017-110576,2017-11-28,1007.23,6,0.200,75.54,1000
EL-13735,FUR-FU-10003975,CA-2016-113061,2016-04-22,86.62,2,0.000,8.66,1001
RB-19795,FUR-TA-10004154,US-2017-110576,2017-11-28,2065.32,12,0.400,-619.60,1002
JJ-15445,OFF-BI-10003707,CA-2015-127418,2015-06-13,36.62,3,0.200,13.73,1003
RB-19795,OFF-PA-10000788,US-2017-110576,2017-11-28,15.55,3,0.200,5.44,1004
JH-15430,OFF-AR-10000203,CA-2017-121818,2017-11-20,23.97,7,0.200,2.70,1005
RB-19795,OFF-PA-10002479,US-2017-110576,2017-11-28,25.34,6,0.200,7.92,1006
JH-15430,OFF-AR-10004790,CA-2017-121818,2017-11-20,28.73,3,0.200,1.80,1007
RD-19660,FUR-TA-10001095,CA-2016-127670,2016-03-20,697.16,4,0.000,146.40,1008
DO-13435,FUR-TA-10000617,US-2015-168935,2015-11-27,375.46,3,0.450,-157.01,1009
MO-17500,TEC-AC-10004761,CA-2016-102981,2016-09-06,31.86,2,0.000,11.15,1010
KH-16360,FUR-FU-10001940,CA-2017-131156,2017-04-03,25.47,4,0.200,7.64,1011
MO-17500,FUR-BO-10001811,CA-2016-102981,2016-09-06,722.35,3,0.200,90.29,1012
GH-14665,OFF-AR-10001958,CA-2017-136539,2017-12-28,27.17,2,0.200,2.72,1013
NS-18640,OFF-AR-10001130,CA-2017-115651,2017-07-09,8.84,5,0.200,2.98,1014
GH-14665,FUR-BO-10004709,CA-2017-136539,2017-12-28,78.85,2,0.320,-11.60,1015
NS-18640,OFF-AP-10000055,CA-2017-115651,2017-07-09,58.46,9,0.800,-146.16,1016
SN-20710,FUR-CH-10002304,CA-2017-152702,2017-10-12,254.60,14,0.300,-18.19,1017
DO-13435,TEC-AC-10002335,US-2015-168935,2015-11-27,83.98,3,0.200,-1.05,1018
SW-20275,OFF-ST-10000604,CA-2017-119305,2017-11-30,173.80,5,0.000,43.45,1019
ZC-21910,TEC-PH-10001530,CA-2016-169103,2016-03-08,1363.96,5,0.200,85.25,1020
JA-15970,TEC-PH-10002923,CA-2017-102414,2017-05-15,29.59,1,0.200,2.59,1021
ZC-21910,FUR-FU-10004006,CA-2016-169103,2016-03-08,102.36,3,0.200,-3.84,1022
DK-13225,TEC-MA-10001681,CA-2015-122756,2015-12-03,482.34,4,0.700,-337.64,1023
JA-15970,OFF-BI-10004465,CA-2017-102414,2017-05-15,4.75,2,0.700,-3.17,1024
LC-16885,TEC-PH-10000486,CA-2014-139192,2014-05-27,1113.50,12,0.200,125.27,1025
DK-13225,FUR-FU-10001935,CA-2015-122756,2015-12-03,2.96,1,0.200,0.78,1026
JA-15970,OFF-PA-10002333,CA-2017-102414,2017-05-15,NULL,NULL,NULL,0.20,1027
NG-18430,OFF-AR-10004757,CA-2014-115973,2014-11-24,2.62,1,0.200,0.43,1028
MV-18190,OFF-BI-10000050,CA-2017-101798,2017-12-11,23.36,4,0.200,7.88,1029
DL-12925,FUR-FU-10004188,CA-2015-112571,2015-09-22,204.60,2,0.000,53.20,1030
LW-16990,FUR-CH-10002965,CA-2017-152142,2017-11-14,321.57,2,0.200,28.14,1031
TB-21190,OFF-BI-10000145,CA-2015-160059,2015-11-27,6.24,2,0.000,3.06,1032
CV-12805,OFF-EN-10001335,CA-2016-120859,2016-09-01,21.88,2,0.000,10.94,1033
MV-18190,TEC-AC-10001998,CA-2017-101798,2017-12-11,39.98,2,0.000,13.59,1034
MS-17365,OFF-LA-10001613,CA-2014-127488,2014-09-22,4.61,2,0.200,1.67,1035
JG-15115,TEC-PH-10003012,US-2014-135972,2014-09-21,246.38,2,0.200,27.72,1036
BS-11800,OFF-LA-10004055,CA-2017-135279,2017-04-09,9.82,2,0.000,4.81,1037
JG-15115,TEC-CO-10002313,US-2014-135972,2014-09-21,1799.97,3,0.000,701.99,1038
LC-16885,TEC-AC-10001606,CA-2014-139192,2014-05-27,99.99,1,0.000,38.00,1039
BS-11800,OFF-AR-10004344,CA-2017-135279,2017-04-09,35.97,3,0.000,9.71,1040
BP-11095,OFF-BI-10003982,US-2014-134971,2014-06-07,12.46,3,0.800,-20.56,1041
VP-21730,OFF-BI-10004492,CA-2017-102946,2017-06-30,75.79,3,0.200,25.58,1042
DG-13300,FUR-FU-10000293,US-2015-153500,2015-07-03,168.46,2,0.200,-29.48,1043
SS-20140,OFF-ST-10000798,CA-2017-165603,2017-10-17,49.96,2,0.000,9.49,1044
SS-20140,OFF-PA-10002552,CA-2017-165603,2017-10-17,12.96,2,0.000,6.22,1045
HP-14815,OFF-SU-10002573,CA-2015-122259,2015-10-31,70.12,4,0.000,21.04,1046
AG-10675,OFF-ST-10001580,CA-2016-108987,2016-09-08,35.95,3,0.200,3.60,1047
BS-11800,OFF-PA-10004621,CA-2017-135279,2017-04-09,12.96,2,0.000,6.22,1048
BS-11800,OFF-PA-10001281,CA-2017-135279,2017-04-09,191.60,4,0.000,91.97,1049
BS-11800,OFF-LA-10001613,CA-2017-135279,2017-04-09,8.64,3,0.000,4.23,1050
AG-10675,FUR-BO-10004834,CA-2016-108987,2016-09-08,2396.27,4,0.320,-317.15,1051
HR-14830,OFF-ST-10002344,CA-2014-127131,2014-11-24,485.88,6,0.000,9.72,1052
AG-10675,OFF-ST-10000934,CA-2016-108987,2016-09-08,131.14,4,0.200,-32.78,1053
MC-17575,OFF-ST-10001490,CA-2017-167703,2017-02-03,285.55,2,0.200,35.69,1054
AG-10675,TEC-AC-10000158,CA-2016-108987,2016-09-08,57.58,2,0.200,0.72,1055
HR-14830,OFF-PA-10001800,CA-2014-127131,2014-11-24,25.92,4,0.000,12.44,1056
LP-17095,OFF-AP-10004859,CA-2017-121804,2017-03-03,72.80,5,0.000,19.66,1057
LF-17185,OFF-PA-10001947,CA-2014-113166,2014-12-24,9.57,2,0.200,3.47,1058
HR-14830,OFF-ST-10000036,CA-2014-127131,2014-11-24,197.58,2,0.000,53.35,1059
SP-20650,OFF-AR-10003478,CA-2014-155208,2014-04-16,39.07,6,0.200,9.77,1060
EB-14170,OFF-PA-10002659,CA-2017-162635,2017-10-09,10.82,4,0.200,3.52,1061
BT-11530,OFF-AP-10004532,CA-2017-117212,2017-02-26,81.92,4,0.000,22.12,1062
RF-19840,OFF-AP-10004249,CA-2017-117933,2017-12-24,35.91,3,0.000,9.70,1063
BT-11530,TEC-PH-10004447,CA-2017-117212,2017-02-26,889.54,8,0.200,66.72,1064
KH-16510,TEC-AC-10000158,CA-2017-117457,2017-12-08,179.95,5,0.000,37.79,1065
BT-11530,FUR-CH-10003973,CA-2017-117212,2017-02-26,892.22,3,0.200,89.22,1066
BT-11530,OFF-PA-10001970,CA-2017-117212,2017-02-26,223.92,4,0.000,109.72,1067
BT-11530,OFF-PA-10000682,CA-2017-117212,2017-02-26,23.12,4,0.000,11.33,1068
NG-18355,OFF-PA-10001937,US-2015-130519,2015-09-15,15.55,3,0.200,5.44,1069
NG-18355,FUR-FU-10002268,US-2015-130519,2015-09-15,15.71,4,0.200,2.55,1070
NG-18355,OFF-ST-10001321,US-2015-130519,2015-09-15,24.67,2,0.200,2.16,1071
NG-18355,FUR-FU-10003394,US-2015-130519,2015-09-15,55.97,1,0.200,-2.10,1072
ZC-21910,TEC-AC-10001990,CA-2016-130946,2016-04-08,431.93,9,0.200,64.79,1073
DG-13300,OFF-PA-10001307,US-2015-153500,2015-07-03,6.72,2,0.200,2.44,1074
DG-13300,FUR-FU-10004460,US-2015-153500,2015-07-03,282.89,9,0.200,56.58,1075
NF-18595,OFF-AR-10000716,CA-2015-110667,2015-04-04,11.16,2,0.000,4.35,1076
KH-16510,TEC-CO-10004115,CA-2017-117457,2017-12-08,1199.98,3,0.200,434.99,1077
NF-18595,FUR-FU-10004622,CA-2015-110667,2015-04-04,108.40,2,0.000,22.76,1078
NF-18595,OFF-BI-10002735,CA-2015-110667,2015-04-04,82.34,3,0.200,27.79,1079
KH-16510,OFF-PA-10003724,CA-2017-117457,2017-12-08,27.15,5,0.000,13.30,1080
NF-18595,OFF-BI-10003529,CA-2015-110667,2015-04-04,9.09,4,0.200,3.29,1081
KH-16510,FUR-TA-10002041,CA-2017-117457,2017-12-08,1004.02,7,0.200,-112.95,1082
BP-11185,OFF-BI-10001097,CA-2017-167150,2017-12-10,19.94,4,0.200,7.23,1083
KH-16510,OFF-PA-10002893,CA-2017-117457,2017-12-08,9.68,1,0.000,4.65,1084
KH-16510,OFF-LA-10003766,CA-2017-117457,2017-12-08,28.35,9,0.000,13.61,1085
BP-11185,OFF-BI-10001597,CA-2017-167150,2017-12-10,NULL,NULL,NULL,0.20,1086
KH-16510,OFF-PA-10001970,CA-2017-117457,2017-12-08,55.98,1,0.000,27.43,1087
MG-17650,OFF-FA-10001754,CA-2016-105284,2016-11-24,4.42,3,0.200,1.60,1088
KH-16510,FUR-BO-10001972,CA-2017-117457,2017-12-08,1336.83,13,0.150,31.45,1089
JD-16060,FUR-CH-10003396,US-2015-125374,2015-03-23,107.77,2,0.300,-29.25,1090
KH-16510,FUR-CH-10003956,CA-2017-117457,2017-12-08,113.57,2,0.200,-18.45,1091
TS-21160,OFF-AP-10002350,CA-2015-161263,2015-04-16,45.22,3,0.200,4.52,1092
TS-21160,OFF-FA-10004838,CA-2015-161263,2015-04-16,10.42,7,0.200,-2.21,1093
TS-21160,OFF-AR-10004757,CA-2015-161263,2015-04-16,7.87,3,0.200,1.28,1094
TS-21160,TEC-PH-10002115,CA-2015-161263,2015-04-16,118.78,3,0.400,-27.72,1095
TS-21160,OFF-FA-10003059,CA-2015-161263,2015-04-16,1.45,1,0.200,0.24,1096
TS-21160,OFF-BI-10004330,CA-2015-161263,2015-04-16,55.47,5,0.700,-46.22,1097
KC-16675,OFF-PA-10000157,CA-2017-142636,2017-11-03,139.86,7,0.000,65.73,1098
BD-11620,FUR-CH-10001146,CA-2016-157686,2016-10-01,194.85,4,0.200,12.18,1099
KC-16675,FUR-CH-10001891,CA-2017-142636,2017-11-03,307.14,4,0.200,26.87,1100
CM-12160,OFF-SU-10001935,US-2017-139955,2017-09-28,1.74,1,0.200,-0.35,1101
CJ-12010,OFF-AR-10004344,CA-2017-122105,2017-06-24,95.92,8,0.000,25.90,1102
RB-19795,OFF-BI-10001524,US-2015-150161,2015-07-25,25.18,4,0.700,-18.46,1103
SN-20560,OFF-AR-10003732,CA-2015-144652,2015-11-20,19.46,7,0.000,5.06,1104
PB-19150,FUR-CH-10004886,CA-2016-148796,2016-04-14,383.80,5,0.200,38.38,1105
EH-14005,OFF-PA-10001970,CA-2016-152814,2016-04-28,29.47,3,0.200,9.95,1106
FO-14305,OFF-BI-10003669,CA-2017-106943,2017-11-14,8.64,2,0.200,3.02,1107
VB-21745,OFF-PA-10003845,CA-2017-154816,2017-11-06,5.78,1,0.000,2.83,1108
MS-17710,OFF-BI-10003727,CA-2016-134348,2016-11-12,6.27,5,0.700,-4.60,1109
SP-20860,OFF-AR-10001573,CA-2017-110478,2017-03-04,9.32,4,0.000,2.70,1110
MS-17710,OFF-BI-10004967,CA-2016-134348,2016-11-12,4.37,7,0.700,-3.35,1111
SP-20860,OFF-EN-10000483,CA-2017-110478,2017-03-04,15.25,1,0.000,7.02,1112
GZ-14545,OFF-ST-10001321,CA-2014-107153,2014-09-28,46.26,3,0.000,12.49,1113
MS-17710,TEC-AC-10003447,CA-2016-134348,2016-11-12,31.98,2,0.200,2.00,1114
JE-15745,TEC-AC-10004114,CA-2014-142048,2014-06-22,196.75,6,0.200,56.57,1115
LE-16810,OFF-BI-10004139,US-2014-117058,2014-05-27,17.46,6,0.800,-30.56,1116
MP-17965,FUR-FU-10004712,CA-2017-125388,2017-10-19,56.56,4,0.000,14.71,1117
CC-12100,OFF-AR-10000255,CA-2016-161781,2016-09-29,40.88,7,0.000,10.63,1118
AD-10180,FUR-FU-10001867,CA-2015-120439,2015-06-14,51.07,6,0.200,5.11,1119
MP-17965,OFF-ST-10000918,CA-2017-125388,2017-10-19,32.70,3,0.000,8.50,1120
DW-13540,OFF-AP-10002191,CA-2017-132521,2017-09-23,119.96,2,0.000,33.59,1121
CP-12085,OFF-PA-10004156,CA-2016-128258,2016-03-30,11.34,1,0.000,5.56,1122
ZC-21910,FUR-CH-10004540,CA-2016-130946,2016-04-08,95.98,4,0.300,-4.11,1123
NF-18385,FUR-CH-10000015,CA-2017-155705,2017-08-21,866.40,4,0.000,225.26,1124
FG-14260,OFF-AR-10002818,CA-2017-106033,2017-10-15,87.92,4,0.000,26.38,1125
DW-13540,OFF-ST-10001325,CA-2017-132521,2017-09-23,31.44,3,0.000,8.49,1126
ZC-21910,OFF-BI-10004995,CA-2016-130946,2016-04-08,1088.79,4,0.800,-1850.95,1127
JM-15265,FUR-FU-10003347,CA-2017-149160,2017-11-23,28.40,2,0.000,11.08,1128
LD-17005,FUR-FU-10003691,CA-2016-142762,2016-05-23,37.05,3,0.000,16.30,1129
DW-13540,OFF-BI-10000404,CA-2017-132521,2017-09-23,6.88,1,0.200,2.32,1130
JM-15265,OFF-BI-10001543,CA-2017-149160,2017-11-23,287.92,8,0.000,138.20,1131
LS-16945,FUR-CH-10002335,CA-2016-114727,2016-07-18,544.01,3,0.200,40.80,1132
AB-10255,TEC-PH-10000347,CA-2017-127705,2017-06-02,2.97,1,0.400,-0.64,1133
SD-20485,TEC-MA-10000029,CA-2014-101476,2014-09-12,69.99,1,0.000,30.10,1134
LS-16945,OFF-BI-10004967,CA-2016-114727,2016-07-18,1.87,3,0.700,-1.44,1135
BT-11395,OFF-PA-10000349,CA-2015-110016,2015-11-29,19.92,4,0.000,9.36,1136
AB-10255,OFF-ST-10004507,CA-2017-127705,2017-06-02,27.44,2,0.200,2.40,1137
KH-16630,OFF-AR-10000369,CA-2017-152275,2017-10-01,6.67,6,0.200,0.50,1138
LS-16945,FUR-CH-10002331,CA-2016-114727,2016-07-18,854.35,3,0.200,10.68,1139
MN-17935,OFF-BI-10002012,CA-2014-122567,2014-02-16,1.08,3,0.800,-1.73,1140
BT-11395,FUR-CH-10002880,CA-2015-110016,2015-11-29,1106.91,9,0.000,121.76,1141
RB-19795,OFF-BI-10004584,US-2016-123750,2016-04-15,189.59,2,0.700,-145.35,1142
LS-16945,OFF-ST-10002292,CA-2016-114727,2016-07-18,593.57,2,0.200,0.00,1143
MN-17935,OFF-AP-10001303,CA-2014-122567,2014-02-16,7.96,2,0.800,-13.93,1144
KD-16270,FUR-TA-10001095,US-2016-143819,2016-03-01,836.59,8,0.400,-264.92,1145
RB-19795,TEC-AC-10004659,US-2016-123750,2016-04-15,408.74,7,0.200,76.64,1146
LS-16945,OFF-ST-10000689,CA-2016-114727,2016-07-18,338.04,3,0.200,-33.80,1147
HP-14815,OFF-BI-10003684,CA-2014-121664,2014-05-06,140.74,8,0.200,52.78,1148
KD-16270,OFF-PA-10003127,US-2016-143819,2016-03-01,26.38,1,0.000,12.13,1149
LH-16750,TEC-PH-10002660,CA-2017-133235,2017-08-01,271.96,5,0.200,17.00,1150
RB-19795,TEC-AC-10004659,US-2016-123750,2016-04-15,291.96,5,0.200,54.74,1151
JR-15670,OFF-ST-10002574,CA-2016-122133,2016-05-16,552.56,4,0.000,0.00,1152
